COD.PROD;PRODUCTO;TOTAL
28470;DULCE BATATA ORIETA C/CHOCO.      X500GR;1407,20
24100;HARINA PUREZA CON LEVADURA          X1KG;1400,74
90746;CREMA LECHE RAMOLAC               X200GR;1397,82
90186;MARGARINA MARGADAN PAN -631-      X200GR;1392,95
21130;PIMIENTA BLANCA MOLIDA LA CAMPIÐA-  X1KG;1392,66
20077;JABON TOC.PALMOLIVE NAT.YOG/FR.   X125GR;1387,82
29085;SOPA KNORR CASERA VEG.C/CAR.-197521- XUN;1381,12
28136;MERMELADA NOEL CIRUELA FCO-5168-  X454GR;1379,93
31526;DESOD.CRANDALL -709/1 -AEROSOL    X150ML;1375,19
13395;DETERGENTE MAGISTRAL BRISA MARINA X600ML;1373,31
41486;SHAMPOO PLUSBELLE GUAR/MORA C/AMINOB-X1L;1372,17
20487;JABON POLVO ALA REG.SOL MULTIACC. X800GR;1371,63
29217;CALDO WILDE GALLINA      -8208-     X2UN;1371,14
20071;JABON POLVO ARIEL BAJA ESPUMA-8452- X5KG;1365,78
90505;YOGUR MANFREY-60308-BEB.DURAZNO-    X1KG;1361,93
90190;LECHE CHOCOLATADA CINDOR-892-EX.SAB.X1LT;1361,56
21057;VAINILLIN VILLA RICA LIQUIDO-4902- X30CC;1358,85
16152;GELATINA GODET FRUTILLA-          X100GR;1357,12
31055;CREMA DENTAL COLGATE T.ACCION-1146-X90GR;1353,94
13294;LIMPIADOR CIF CREMA -201138-      X750GR;1348,38
29120;SOPA KNORR CREMA ESPARRAGOS          XUN;1346,93
17002;SERVILLETA SUSSEX ULT.(33X30)-5764-X70UN;1346,22
90504;YOGUR MANFREY-60307-BEB.BANANA      X1KG;1346,03
38048;aceituna verde vanoli d.pack      x150gr;1344,46
50001;ESPIRAL RAID - 438-                 X4UN;1343,27
25025;MOSTAZA FANACOA DOY PACK  -85402- X250GR;1341,11
11117;ARVEJA LA COLINA                  X350GR;1340,78
31184;CEPILLO DENTAL COLG.PREMIER ULT-  1X14UN;1329,15
5016;CACAO NESQUIK BOLSA -12179776-    X360GR;1329,00
32079;LECHE LV CHELITA ENTERA             X1LT;1328,69
24171;PREMEZCLA P/ÐOQUIS BLANCAFLOR     X400GR;1327,76
17146;TOALLA HUM.ESTRELLA-376-D.PACK     X70UN;1324,68
27024;ESPONJA DORADA DEA                  X1UN;1317,20
50012;INSECTICIDA RAID MAX AE.S/OLOR-089-X360C;1315,26
13440;DESINFECT.LYSOFORM BEBE AEROS     X360CC;1315,10
1326;GALLETA BAGLEY SONRISAS FRAMBUESA X118GR;1313,88
25100;MAYONESA MAYODAN BOLSA      -170- X2,9KG;1306,09
3083;SEMOLA LUCHETTI VITINA TRADIC.-   X500GR;1305,78
41052;DESOD.KEVIN SPIRIT AEROS.-6033/5- X150ML;1305,72
7540;JUGO INCA BC MANDARINA SOBRE-      X30GR;1299,63
27112;BROCHE PLASTICO BROOMY             X12UN;1299,51
6016;CABALLA NATURAL MARBELLA          X425GR;1296,84
7981;VINO VALDERROBLES VAR.EUR.BON/SYR-X700CC;1296,10
19004;ALCOHOL QUEMAR FRAU               X 1LT;1296,00
77140;VINO VIÐAS DE ALVEAR TINTO -111-  X700CC;1283,14
4154;TE LA VIRGINIA SAQ.PAPEL FILT.RAPI.X25UN;1281,76
4270;CAFE LA MORENITA SAQUITO-903187-   X20UN;1280,51
13752;DETERGENTE GIGANTE C/AL.VERA-1286-X750ML;1278,24
36036;QUESO RALLADO SANCOR REGGIANITO-  X120GR;1276,29
31294;CREMA HINDS ROSADA-61032-         X150GR;1271,72
16085;GELATINA EXQUISITA CEREZA -40975-  X70GR;1269,21
90313;VIDACOL-166-VAINILLA PACK         4X80GR;1267,75
21282;BICARBONATO LA CAMPIÐA             X20GR;1267,74
41892;ANTIT.REXONA HOMBRE AER.-924363-  X105GR;1267,20
20428;JABON POLVO ACE REGULAR BOLSA     X800GR;1267,10
90300;LECHE SANCOR BIO ENT.FRUT-6826-   4X95GR;1266,65
31105;shampoo sedal recon.estructural   x200ml;1266,49
9096;ARROZ MAGISTRAL LARGO FINO 00000- X500GR;1265,21
95101;RAVIOLES VIA VESPUCCI RICOTA -    X500GR;1264,41
15019;ENDULZANTE BARNY LIQ. -9203-     X500ML;1264,34
1851;GALLETA FRUTIGRAN AVENA/PASAS     X250GR;1260,07
11107;PURE TOMATE ARCOR TETRA B.-6614-  X520GR;1259,26
18017;PILA EVEREADY CHICAAA ED BLIS.-1215-X4UN;1256,92
7725;jugo tang nar/banana/frut.-918488- x25gr;1252,07
4284;YERBA CBSE SILUETA DR COR.NAR-3213-X500G;1251,49
17554;PAPEL HIG.ROLISU     30M      -0055-X4UN;1250,11
17345;PAÐAL BABYSEC CLASICO TANGA MEDIANO-X10U;1249,03
41183;ACOND.SUAVE FRUTOS ROJOS          X930ML;1240,00
20495;JABON POLVO ALA MATIC C/VIV.MULTIAC.X3KG;1233,16
25151;MOSTAZA SAVORA DOY  PACK  -98444-   X1KG;1232,78
77797;FERNET BRANCA                       X1LT;1232,78
17008;PAPEL HIG.HIGIENOL D.HOJA E/BLANCO  X4UN;1229,54
28025;MERMELADA DULCOR CIRUELA POTE     X500GR;1228,04
1812;GALLETA HOJALMAR TRIANGULITO RONDA X150G;1227,01
20097;JABON TOC.PALMOLIVE NAT.EX.HUM.   X125GR;1224,15
11003;SALSA ALCO PIZZA                  X350GR;1223,31
27561;LANA ACERO DEA ROLLITO    -701001- X45GR;1220,37
77028;JUGO YAP MIX FRUTAL SOBRE -        X35GR;1217,37
3101;POLENTA JOSE LOPEZ                  X1KG;1215,30
28027;MERMELADA DULCOR HIGO POTE   -804-X500GR;1211,69
17102;ROLLO COCINA ELITE DISEÐO 60 HOJA   X3UN;1211,17
29107;caldo knorr gallina rec.colec-0869- x2un;1209,39
16161;GELATINA GODET FRAMBUESA          X100GR;1207,31
77614;jugo ades durazno -136013-        x200cc;1202,77
13634;DESOD.AMB.POETT ESPIR.JOVEN-      X360CC;1200,71
29116;SOPA KNORR CREMA ZAPALLO -           XUN;1200,54
20493;JABON POLVO ALA MATIC FRESH MULTIAC.X3KG;1200,16
20516;JABON POLVO SKIP INT.PERF.RES.CORE  X4KG;1199,49
77126;JUGO YAP PERA SOBRE -              X35GR;1191,07
6019;CABALLA NATURAL JANDAIA-31814-    X425GR;1186,75
17712;PROTECTOR CAREFREE ORIGINAL S/P-   X20UN;1178,20
4611;YERBA AMANDA                        X1KG;1176,79
77445;AMARGO TERMA SERRANO PET-10060- X1.250CC;1172,10
27231;REJILLA MEDIA NARANJA L/COCHES-     X1UN;1170,58
10006;COCTEL FRUTAS INCA -              X820GR;1169,73
10004;ANANA CARACAS EN RODAJAS          X836GR;1167,91
28129;DULCE LECHE SANCOR-3119-POTE        X1KG;1163,47
4057;CAFE LA VIRGINIA INSTANTANEO       X50GR;1163,17
7503;JUGO ADES FRUTA TROPICAL -136014- X200CC;1162,06
4183;CAFE ARLISTAN SUAVE-93130-         X50GR;1161,17
13805;DETERGENTE GIGANTE ANTIB.MZNA-1289-X750M;1159,90
93012;SALAMIN P/FINO 66 DE RAFAELA-49-     XKG;1159,11
95107;TAPA P/PASCUALINA MADOMI -          X2UN;1158,53
27503;SECADOR DE GOMA DEA NEGRO 40CM.     X1UN;1157,30
90098;YOGUR GRAN COMPRA-340-VAIN.SACH.    X1KG;1157,18
11169;SALSA CICA PIZZA QUALIPACK-206741-X200GR;1156,59
4304;YERBA LA TRANQUERA -591-             X1K;1153,14
91277;QUESO DANBO CHELITA         -1982-   XKG;1150,79
90002;MANTECA RAMOLAC PAN               X200GR;1150,22
41366;CREMA HINDS ROSADA-61033-         X250GR;1147,96
28052;DULCE LECHE SANCOR REPOSTERO-3183-X400GR;1145,24
90745;CREMA LECHE RAMOLAC               X350GR;1144,44
31158;DESOD.AXE MARINE-932035-          X113GR;1142,94
90981;POSTRE DANETTE-530-CREMA AMERC.   2X95GR;1141,72
20540;JABON TOC.REXONA-30537-AQUA/FRESH 3X125G;1140,78
4184;CAFE ARLISTAN SUAVE-93132-        X100GR;1137,74
6284;ATUN NATURAL DESMENUZADO BAHIA    X170GR;1129,63
3017;LENTEJA JOSE LOPEZ                X500GR;1127,81
41048;SHAMPOO SEDAL LISO PERFECTO       X200ML;1127,71
6297;FILET ANCHOA PUGLISI ACEITE        X90GR;1122,55
29088;CALDO KNORR VERDURA REC.COLEC-0826- X2UN;1119,74
90431;POSTRE MANFRESQUITO VAINILLA      X120GR;1118,80
20486;JABON POLVO ALA MATIC SOL MULTIAC.X800GR;1116,63
90487;YOGUR SER-901-CALCIO FRUTI.PACK  2X120GR;1113,75
93011;MORTADELA CAÐON 66           -20-    XKG;1113,58
13512;DETERGENTE ROPA F.BORITA   -7001- X150CC;1112,20
8056;CARAMELO MISKY GOMA FANTASIA -6151- X1KG;1112,16
1102;GALLETA LIA POLVORITA FRUTILL-2872-X150G;1109,90
9257;CAPELETTINI GIACOMO CARNE-62001-  X500GR;1107,71
3056;LENTEJA LA ESPAÐOLA               X400GR;1104,32
4076;TE LA VIRGINIA TILO                X25UN;1104,18
4204;CAFE DOLCA SUAVE FRASCO REN.-8083-X100GR;1099,71
41295;CEPILLO DENTAL COLG.PREMIER ULT-720-X1UN;1097,23
10028;DURAZNO LA COLINA                 X820GR;1097,13
13826;LIMPIADOR CIF ANTIGRASA D.P-4036- X500ML;1089,72
4175;YERBA AMANDA SAQUITOS C/SOBRE-     X25UN;1089,47
16039;GELATINA EXQUISITA FRAMBUESA-40974-X70GR;1088,85
31533;CREMA DENTAL ODOL 2 DOB.FLUO-13005-X90GR;1085,08
41479;ACOND.PLUSBELLE LIN/MIEL C/AMINOB-  X1LT;1074,92
1109;GALLETA BAGLEY CRIOLLITAS -3778-  X300GR;1074,74
13704;DETERGENTE ALA C/GLICERINA-191920-X1.25L;1071,31
20489;JABON POLVO ALA REG.C/VIV.VIOL.MULT.X800;1070,88
20406;JABON POLVO DRIVE BR.TARDE MATIC    X3KG;1069,22
28233;DULCE LECHE FRANZ FLIAR-1010019- X400GR;1067,18
4213;YERBA CRUZ DE MALTA SAQUITO-93224- X25UN;1066,80
17757;PROTECTOR KOTEX CLASICO S/PERF.-   X60UN;1064,87
7972;JUGO YAP MANZANA SOBRE -           X35GR;1060,98
27034;FRANELA RANCHERA           -425-     XUN;1057,29
90219;YOGUR RAMOLAC ENT.PO.VAINILLA     X125GR;1055,01
50206;REPELENTE OFF CREMA C/ALOE  -062-  X60CC;1046,18
41998;ACOND.SEDAL SOS BALANCE           X650ML;1040,79
31801;CREMA HINDS ROSADA -61034-        X350CC;1039,44
7699;JUGO INCA LIGHT MULTIFR.SOB-100910-X10GR;1038,51
20494;JABON POLVO ALA MATIC SOL MULTIAC.  X3KG;1034,59
21055;PIMIENTA BLANCA  VILLA RICA MOLI. -X25GR;1032,98
18086;PILA EVEREADY AAA  -1212 -          X2UN;1031,87
90277;FLAN SANCORITO-6295- VAINI/CARAM. X110GR;1031,21
13766;LUSTRAMUEBLE POLYCERA -195-       X346ML;1030,57
28273;MERMELADA DULCOR FRUTILLA LIGHTPOT.X420G;1029,25
13871;AUTOB.CERAMICOL INCOLORO DP-190-  X450ML;1028,53
13806;DETERGENTE GIGANTE ANT.MOR.BOS.-  X750ML;1027,22
90820;QUESO UNT.SANCOR P/SALUT LIGH.2730-X200G;1025,77
31585;CREMA DENTAL ODOL 2 DOB.FLUO-13006-X180G;1025,32
4628;TE VILLA RICA SAQUITO              X25UN;1024,60
20443;JABON PAN ALA TOQUE VIVERE        X200GR;1024,23
21321;SALSA INGLESA VANOLI              X950CC;1021,71
4055;CAFE LA VIRGINIA MOLIDO-113-1-    X250GR;1019,92
9504;FIDEO MATARAZZO FETTUCCINE-40460- X500GR;1018,65
20483;JABON POLVO ALA MATIC FRESH MULT. X800GR;1016,87
6045;JUREL ACEITE BAHIA                X425GR;1015,43
11281;TOMATE PELADO LA COLINA           X400GR;1014,90
27255;FIBRA ESPONJA MORTIMER CUADR.-38119-X1UN;1013,91
31719;POLVO DESOD.VERITAS FEMENINO-1002-X230GR;1011,84
13496;DETERGENTE MAGISTRAL NARANJA      X600ML;1011,77
29062;SOPA KNORR CLARA VERDURA-236386-     XUN;1004,67
13872;AUTOB.BLEM INCOL.EXPRES DP -15-   X450ML;1000,44
17681;PAPEL HIG.CAMPANITA TEXTUR.30MT.147-X6UN;999,28
25214;MAYONESA D FIESTA DOY PACK        X500CC;998,37
41923;SHAMPOO JOHNSON S BABY LACIOS-535-X200ML;997,75
4232;CAFE DOLCA SUAVE FRASCO RENOV.     X50GR;997,73
53001;ALIMENTO P/PERRO CAPITAN CACHORRO  X10KG;997,10
50223;INSECTICIDA RAID MMM DOB.ACC.-201-X360CC;994,50
17408;TOALLA HUMEDA ALGABO -2628-        X80UN;993,25
41037;SHAMPOO SEDAL REC.ESTR.-932111-    X10ML;991,35
7213;jugo ades pera                      x1lt;991,21
28363;DULCE BATATA LA RIOJANITA C/CHO.(L) X5KG;989,05
9750;FIDEO LUCCHETTI CODITO-30913-     X500GR;986,12
13899;BRILLO ECHO BALDE D.P.-187-       X450ML;985,59
4098;CAFE LA VIRGINIA EQUILIBRADO-5363-X250GR;984,38
20152;JABON POLVO ARIEL BAJA ESPUMA-8836- X3KG;984,25
21322;SALSA INGLESA VANOLI              X180CC;984,02
31218;ACOND.SEDAL REC.ESTRUCTURAL       X300ML;983,81
6060;ATUN ACEITE DESMENUZADO CARACAS - X170GR;983,71
13409;DESOD.AMB.POETT BRISA POLAR       X360CC;982,32
41207;CREMA DENTAL KOLYNOS S/BLANCA-12006-X90G;981,84
7057;jugo tang limonada -920049-        x25gr;980,65
37029;REPUESTO MACH 3 SENSITIVE           X2UN;980,51
20052;JABON POLVO ACE MINIES.TRAD.      X400GR;979,57
31492;DESOD.CHESTER ICE -714/1-AEROSOL  X150ML;978,72
20123;JABON LIQ.ACE BOTELLA -40516-     X800ML;975,44
20538;JABON TOC.REXONA-30528-MTA/FRESH  3X125G;975,03
60164;JARRO MUG SOIFER SURTIDOS 300CC-8325-XUN;974,45
41476;ACOND.PLUSBELLE GUAR/MORA C/AMINOB- X1LT;974,07
93016;SALCHICHON PRIMAVERA LARIO    -84-   XKG;973,40
90286;yogur yoguris-928-vainilla sachet x1.1kg;966,02
25322;MAYONESA HELLMANNS LIGHT D.P-5986-X500CC;963,83
20283;JABON POLVO ACE NAT.C/SUAV.MINI-  X400GR;963,02
50014;insecticida raid exterminador-083-x360cc;962,80
17070;ROLLO COCINA SUSSEX MAXI 100/PA-5694-X2U;959,52
9259;CAPELETTINI GIACOMO JAM.Y QUESO   X500GR;955,78
28024;MERMELADA DULCOR DAMASCO POTE-805-X500GR;955,06
25255;MOSTAZA DANICA ORIG.SACHET -196-   X60GR;954,64
7332;JUGO INCA LIGHT ANANA SOBRE-100902-X10GR;953,91
4041;YERBA PERIQUITA BOLSA              X2 KG;953,25
18202;PILA DURACELL C/REM.AAA-415TX4-7384-X4UN;952,01
91440;QUESO REGGIANITO NOAL -013-          XKG;951,40
9282;FIDEO LA TERESINA SPAGUETTI -     X500GR;948,56
7066;VINO SANTA ANA BORGOÐA    -51303-X1.25LT;948,14
4195;YERBA CRUZ DE MALTA-93213-        X500GR;947,53
17371;PAÐAL PAMPERS JUEG./SUEÐOS XG-969-X8UN;946,62
4099;TE GREEN HILLS SAQUITO -816-       X25UN;945,17
90088;YOGUR SANCOR-6406-BEB.FORT.VAINILLA X1KG;945,17
27301;TRAPO PISO RANCHERA GRIS COST.-410-  XUN;944,02
3053;AVENA QUAKER INS.CALCIHIERRO PLUS-X350GR;942,83
8359;TURRON ARCOR -4013-                X25GR;942,70
13416;DESOD.AMB.POETT SUAVIDAD ALG.    -X360CC;941,49
16091;BIZCOCHUELO EXQUISITA CHOC.0%GR.TR.X540G;939,64
20347;JABON TOC.PLUSBELLE PURIF.C/ACEITE-X140G;939,00
41067;SHAMPOO H&S RELAX C/EUCALIP.      X400ML;938,00
7964;JUGO YAP NARANJA-BANANA SOBRE-     X35GR;937,67
1840;MADALENA VALENTE C/DULCE LECHE    X250GR;937,63
27275;REJILLA MEDIA NARANJA MULTIUSO       XUN;937,21
32200;LECHE POLVO SANCOR BEBE 1 -5327-  X800GR;934,72
13756;LIMP.LIQ.PROCENEX 3EN1 LAVANDA    X900ML;934,43
41056;SHAMPOO SEDAL CLIMA RESIST        X200ML;933,79
41436;SHAMPOO DOVE RECON.COMPLETA-235398-X200M;933,54
27253;TRAPO PISO SACCHI GRIS FRISADO 47X57-XUN;927,48
28021;DULCE MEMBRILLO DULCOR CAJON-402-   X5KG;925,82
13434;LIMP.LIQ.JARDIN ANTIB.COLONIA CREM-X900C;923,33
4203;CAFE DOLCA RENOVADO-12168084-     X170GR;913,17
9661;fideo matarazzo fettu.espin-40484-x500gr;912,58
53036;ALIMENTO PERRO DUCHO -              X8KG;911,05
7969;JUGO YAP DURAZNO SOBRE -           X35GR;904,43
13591;DETERGENTE GIGANTE ANT.LLUVIAS FR.X750ML;904,02
13394;LIMP.LIQ.JARDIN ANTIB.ARPEGE CRIS-X900CC;903,86
31926;CREMA DENTAL COLGATE -11134-       X90GR;901,93
90305;LECHE SANCOR BIO ENT.MULTIF-6828 -4X95GR;898,94
90467;MARGARINA DANICA DORADA PAN-874-  X500GR;898,69
90075;LECHE RAMOLAC DESCREMADA SACHET     X1LT;898,21
3141;MAIZ MOLIDO BLANCO JOSE LOPEZ     X500GR;897,69
13537;DESOD.AMB.POETT DEJAVU            X360CC;896,64
9260;CAPELETTINI GIACOMO TRIDICCI -031-X500GR;896,37
93473;QUESO DE CERDO LARIO-73-             XKG;893,27
13813;DETERGENTE GIGANTE T/D/ALMENDRA-  X750ML;893,19
29202;CALDO WILDE GALLINA -27482-         X6UN;889,67
41480;ACOND.PLUSBELLE UVA/F.BCAS C/AMINOB-X1LT;889,37
28240;MERMELADA NOEL LIGHT CIRUELA FCO- X390GR;888,66
7500;JUGO BAGGIO MANZANA ROJA T.B.-607-X200CC;885,32
90456;MARGARINA DANICA DORADA PAN-872-  X100GR;884,14
41266;ACOND.SEDAL CLIMA RESIST          X200ML;880,47
31493;DESOD.PATRICHS AIR-169820-        X105GR;878,22
41997;ACOND.SEDAL SOS CERAMIDAS         X650ML;877,94
77886;JUGO X4 ENERGY DRINK LATA PACK - 4X250CC;871,20
77195;APERITIVO GANCIA           -10001-X450CC;870,22
17338;PAPEL HIG.CAMPANITA SOFT    -103-   X6UN;866,89
29179;CALDO WILDE CARNE        -8209-    X12UN;864,06
41212;TALCO AKTIOL POLVO       -24103-  X100GR;862,40
17543;paÐal huggies classic mp xxg-94759-x24un;861,10
1106;GALLETA FRUTIGRAN SEMIL.CHIA&LINO X240GR;859,83
94903;ACEITUNA VDE DON RICARDO NRO.1-      XKG;859,77
20536;JABON TOC.REXONA-30539-NAT/FRESH  3X125G;857,99
16043;GELATINA EXQUISITA DURAZNO-40979-  X70GR;853,25
27276;FRANELA MEDIA NARANJA CLASICA        XUN;850,84
17116;TOALLA HUMEDA BABYSEC -3103- D.P.  X70UN;848,03
90413;MARGARINA DANICA +LECHE PAN-871-  X500GR;847,84
95020;TALLARIN LA TUCUMANITA HUEVO-VERD.X500GR;847,55
37045;REPUESTO MACH3  -1443-              X2UN;844,69
4264;CAFE DOLCA RENOVADO          X170GR+10GR;844,28
20503;JABON POLVO DRIVE BR.TARDE REG.   X800GR;843,73
9077;FIDEO DON FELIPE AL HUEVO         X500GR;839,90
90259;CREMA LECHE LA SERENISIMA DOB.-123-X200G;839,07
25213;KETCHUP HELLMANNS -131587-          X3KG;836,55
25017;KETCHUP CADA DIA DOY PACK         X250GR;833,17
13792;DETERGENTE CIF AC.GEL LIMON       X300ML;831,62
13329;LAVANDINA AYUDIN M.PZA3X1L+DET.GIG.3X750;831,36
77022;JUGO YAP ANANA SOBRE -             X35GR;830,39
9108;ARROZ GALLO ORO ESTUCHE  -93003-    X1KG;829,29
25299;ketchup fanacoa doy pack   -85418-x250gr;828,44
7252;jugo tang nar/fru/kiwi -           x25gr;827,73
17545;paÐal huggies classic mp xg-6606-  x24un;827,68
4090;CAFE LA VIRGINIA INSTANTANEO      X100GR;826,91
3041;AVENA ARROLLADA LA ESPAÐOLA       X400GR;825,79
13453;DETERGENTE MAGISTRAL MANZANA      X600ML;825,48
20539;JABON TOC.REXONA-30536-SENS/FRESH 3X125G;825,04
90278;CREMA LECHE SANCOR C/VIT.DYE-3306-X200GR;822,73
4058;CAFE LA VIRGINIA INSTANTANEO SOBRE X36UN;821,65
32100;leche condensada nestle-12139737- x397gr;821,21
31491;DESOD.PATRICHS NOIR-169817-       X105GR;821,10
41314;SHAMPOO PANTENE COLOR RADIANTE    X200ML;820,92
90790;LECHE CHOCOLATADA SANCOR UAT-3738-  X1LT;820,55
7315;JUGO CLIGHT MANDARINA-763129-      X10GR;819,74
15013;ENDULZANTE BARNY LIQ. -9201-     X250ML;818,00
17628;ROLLO COCINA CAMPANITA CLASSICC 50P.-X3U;817,84
41958;SHAMPOO SEDAL SOS CREMA           X650ML;817,55
28482;MERMELADA DULCOR FRUTILLA         X500GR;813,62
20472;JABON POLVO ALA MATIC C/VIVERE    X800GR;813,51
20608;JABON POLVO ARIEL BAJA ESP.-8835- X800GR;812,76
37048;MAQ.AF.PRESTOBARBA ULTR.MOVIL-3757-X5UN;811,49
93014;FIAMBRE CERDO COC.DON OTTO           XKG;810,58
17380;PAÐAL BABYSEC CLAS.TANGA GDE HP-253-X40U;810,55
20369;JABON TOC.PLUSBELLE CERAM.ACITES-3X125GR;808,98
41222;CREMA DENTAL KOLYNOS S/BCA-12008- X180GR;806,93
41967;ACOND.SEDAL LISO PERFECTO-937733- X200ML;806,38
20174;JABON TOC.PALMOLIVE NAT.AV/AZU.   X125GR;803,19
41494;SHAMPOO SUAVE LAV.HOJAS BAMBU     X930ML;802,07
27481;ESPONJA DORADA DEA                  X2UN;801,79
27023;ESPONJA ACERO INOX.DEA              X1UN;799,21
31952;DESOD.AXE DARK TEMPTATION         X113GR;798,49
18048;PILA DURACELL CHICA -AA4- -7383-    X4UN;796,73
29216;CALDO WILDE VERDURA      -26206-    X2UN;796,46
27248;FIBRA ESPONJA MORTIMER LISITA-38154- XUN;796,44
17033;PAPEL HIG.CAMPANITA SOFT   -30MT-   X4UN;796,24
41934;CEPILLO DENT.COLG.EX.CLEAN 2X1-63042-XUN;795,00
9044;ARROZ LUCCHETTI PARBOIL -40879- BOL.X1KG;794,64
17424;PAÐAL HUGGIES CLASSIC  PEQ.-96593- X12UN;794,10
13259;DETERGENTE ROPA F.BORITA D.PACK   X150ML;792,54
90437;MARGARINA DANICA SOFT LIG.POTE-881-X200G;792,01
37004;MAQ.AF.PRESTOBARBA 3 HOM.ICE-51940- X8UN;790,57
1145;GALLETA LIA POLVORITA VAIN.-2871- X150GR;790,29
27629;ESPONJA DORADA LIMPEX    -120-      X1UN;790,00
41705;ACOND.PANTENE CONTROL FRIZZ-9120- X400ML;787,28
20504;JABON POLVO DRIVE DISF.ATARD.REG. X800GR;787,09
24173;PREMEZCLA P/PIZZA BLANCAFLOR      X500GR;786,63
17720;PROTECTOR CAREFREE BRISA S/P-99406-X20UN;784,14
13188;LIMPIA INODORO HARPIC E/FUERTE-402-X500C;782,29
9433;FIDEO FAVORITA MOSTAC.RAYADO-49761X500GR;781,27
28155;MERMELADA NOEL DAMASCO FCO-5166-  X454GR;780,53